iso2,date,semana,population,total_cases,new_cases,total_deaths,new_deaths,google_retail_and_recreation,google_grocery_and_pharmacy,google_parks,google_transit,google_workplaces,google_residential,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
SC,2020-04-25,17,7164788,1233.2857142857142,59,41.285714285714285,1.1428571428571428,-47.714285714285715,-24.999999999999996,-63.85714285714285,-64.28571428571428,-20.428571428571427,12.714285714285715,0,0,0
SC,2020-04-26,18,7164788,1362.4285714285713,129.14285714285714,42.285714285714285,1,-47.428571428571416,-24.999999999999996,-63.85714285714285,-64.14285714285714,-20.14285714285714,12.714285714285714,0,0,0
SC,2020-04-27,18,7164788,1501,133.42857142857142,43.285714285714285,1,-47.428571428571416,-24.999999999999996,-63.85714285714285,-64.14285714285714,-20.14285714285714,12.714285714285714,0,0,0
SC,2020-04-28,18,7164788,1634.4285714285713,138.57142857142858,44.14285714285714,1,-48.42857142857143,-24,-63.42857142857143,-64.42857142857143,-26.571428571428566,13.57142857142857,0,0,0
SC,2020-04-29,18,7164788,1796.8571428571427,158.71428571428572,45.57142857142857,1.4285714285714284,-48.42857142857143,-24,-63.42857142857143,-64.42857142857143,-26.857142857142858,13.57142857142857,0,0,0
SC,2020-04-30,18,7164788,1955.5714285714284,162.42857142857144,47,1.4285714285714284,-48.142857142857146,-23.857142857142858,-63.42857142857143,-64.14285714285714,-26.857142857142858,13.428571428571429,0,0,0
SC,2020-05-01,18,7164788,2124.4285714285716,163.85714285714283,48.285714285714285,1.4285714285714284,-47.285714285714285,-22.428571428571423,-63.14285714285713,-63.42857142857143,-26.42857142857143,13.428571428571427,0,0,0
SC,2020-05-02,18,7164788,2288.2857142857138,163.85714285714283,49.85714285714285,1.5714285714285712,-46.714285714285715,-21.28571428571428,-63.14285714285713,-62.85714285714286,-26.142857142857146,13.428571428571427,0,0,0
SC,2020-05-03,19,7164788,2419.9999999999995,142.42857142857144,51.99999999999999,2.142857142857143,-46.14285714285714,-20,-64.57142857142856,-62.85714285714286,-26,13.428571428571427,0,0,0
SC,2020-05-04,19,7164788,2562.4285714285716,142.42857142857144,54.42857142857143,2.142857142857143,-45.42857142857143,-20,-64.57142857142857,-62.714285714285715,-25.714285714285715,13.428571428571427,0,0,0
SC,2020-05-05,19,7164788,2719.7142857142853,146.57142857142858,56.57142857142858,2.142857142857143,-40.14285714285714,-14.14285714285714,-64.85714285714285,-60.42857142857142,-18.142857142857142,11.999999999999998,0,0,0
SC,2020-05-06,19,7164788,2866.2857142857138,146.57142857142858,58.285714285714285,1.857142857142857,-37.42857142857143,-11.285714285714285,-65,-59,-16.57142857142857,11.714285714285712,0,0,0
SC,2020-05-07,19,7164788,3020.9999999999995,146.57142857142858,60.142857142857146,1.857142857142857,-36.57142857142857,-9.857142857142856,-65.14285714285714,-58.285714285714285,-13.999999999999998,11.285714285714285,0,0,0
SC,2020-05-08,19,7164788,3165.2857142857147,154.71428571428572,62.57142857142856,2.4285714285714284,-35.85714285714285,-9.428571428571427,-65.14285714285714,-57.99999999999999,-13.857142857142856,11.285714285714283,0,0,0
