,total_cases,total_deaths,new_cases,new_deaths,mobility_L,mobility_W,mobility_F,mobility_P,mobility_T,mobility_R,vac_total,vac_partial,vac_fully,V_,S,E,I,AR,DHR,DQR,AD,DHD,DQD,R,D,TH,DVR,DVD,DD,DT,V,gamma_t,pdth_t,gammaL_mob,gammaW_mob,gammaF_mob,gamma_mob,gamma_tilde
2020-03-29,51.40768,3.32243,5.40133,0.81196,-0.7020267,-0.4612413,-0.289285,-0.6117767,-0.5794686,0.1868895,0.0,0.0,0.0,0.0,9555784.2448825,568.1799582014239,44.213981268138525,441.41373631187696,4.7947183124595485,81.74987241250912,5.533794862109453,0.06051058417335686,1.024859415826643,114.56997190216663,25.21371423040686,5.055209821682631,0.1689359887595816,0.0021178704460674902,4.13439,110.60918113160719,0.0,0.696258735738332,0.018333487821316913,0.9090439928205631,4.215814796535031,-1.5956908225345214,2.626328133709853,-1.930069397971521
2020-03-30,59.29122,4.4078,7.88354,1.08537,-0.6962282999999999,-0.4589379,-0.2775512,-0.6076543999999999,-0.5772917000000001,0.187135,0.0,0.0,0.0,0.0,9555478.651887229,804.4102509011677,69.58048148968032,439.2055293154212,4.683045093956852,81.34091223440282,7.490458906842349,0.08190618833434268,1.387233811665657,152.3354157372562,31.832879092516315,5.459401874743581,0.1680908731647454,0.002866716591701994,5.21976,117.85911822317347,0.0,6.91753931762219,0.2026417583276721,0.9602238595664812,4.15007636007438,-1.514325378691471,2.6931350078381713,4.224404309784019
2020-03-31,70.7006,5.87694,11.40938,1.46914,-0.6886569,-0.4547298,-0.26303540000000003,-0.6020662,-0.5727311,0.1864631,0.0,0.0,0.0,0.0,9555075.20838655,1109.633589471188,98.50972700641367,455.8099837896897,4.785457592546454,84.41605902546621,10.043345411358619,0.10982132750480209,1.8600286724951984,189.83112315384574,40.79247799935867,6.095487494261178,0.17444565939741058,0.0038437464626680734,6.688899999999999,129.26849822317348,0.0,5.803356573387631,0.17265180053605017,1.0255815933171188,4.031136540452047,-1.415615868390585,2.738262432267361,3.0650941411202695
2020-04-01,86.85362,7.84679,16.15302,1.96985,-0.6801723,-0.44954859999999996,-0.2469435,-0.5955458,-0.5666159,0.18517209999999998,0.0,0.0,0.0,0.0,9554557.11647131,1492.1983406231636,135.88800223952362,492.25055910432184,5.108535278333036,91.1648575732867,13.201070896583808,0.1443502210636132,2.444839778936386,228.6772995642337,52.80567341071729,6.996036317578495,0.18839204147691122,0.005052257737226462,8.65875,145.42151822317348,0.0,5.2640592926957455,0.16029138823576022,1.096841810967387,3.8867489155514274,-1.3087055312264257,2.7720453621811694,2.492013930514576
2020-04-02,109.1357,10.43598,22.28208,2.58919,-0.6714722000000001,-0.444208,-0.2304252,-0.5885767,-0.559705,0.1835405,0.0,0.0,0.0,0.0,9553910.00507055,1957.0067545306651,182.73766527656008,553.5537533833894,5.702837534546743,102.51821588212779,16.972200898112558,0.18558653087853658,3.1432534691214626,270.57872763458226,68.59593430730109,8.238287049953144,0.21185373939819624,0.006495528580748782,11.24794,167.7035982231735,0.0,4.766546297496306,0.14939538858131737,1.1677384790332583,3.7402944960371345,-1.201714903950602,2.803478238008571,1.9630680594877346
2020-04-03,139.0999,13.76482,29.9642,3.32884,-0.6632543,-0.4395214,-0.2146302,-0.5816428,-0.5527575,0.18184650000000002,0.0,0.0,0.0,0.0,9553132.685500454,2495.1815951520352,239.65905571510362,645.253830688397,6.623844931165299,119.50108026359557,21.342918391265425,0.23337917143669665,3.9527108285633035,317.66910919663695,88.89697520541365,9.90882451301855,0.24694880317733106,0.008168271000284381,14.57678,197.6677982231735,0.0,4.257968647713853,0.13970304563445712,1.2326845659280359,3.6137610572407235,-1.1020172657675622,2.841588524289978,1.4163801234238753
2020-04-04,178.39772,17.95091,39.29782,4.18609,-0.6561294,-0.4361354,-0.2006493,-0.5752159,-0.5464553999999999,0.1803305,0.0,0.0,0.0,0.0,9552228.506872058,3094.3990119137866,305.565049046167,773.0926297819423,7.928629814448,143.1768398867211,26.210334978245005,0.28660308530273193,4.854156914697269,372.5538889218874,114.42598359667907,12.099721667850014,0.29587472493760614,0.010031107985595616,18.76287,236.9656182231735,0.0,3.7768464998978084,0.13081539892034724,1.287403488074502,3.5234979148030927,-1.015897458187842,2.8921641115785333,0.8846823883192751
2020-04-05,228.5024,23.09167,50.10468,5.14076,-0.6503604,-0.43402749999999996,-0.1893368,-0.5697202,-0.5411725,0.1790803,0.0,0.0,0.0,0.0,9551202.33095893,3742.336648223595,378.94644128546224,941.6164371823837,9.660532326162949,174.3874675136839,31.449026744987076,0.3438867951272916,5.824363204872707,438.3271592150851,145.77707857492408,14.893113282340106,0.36037144012955885,0.012036037829455205,23.90363,287.0702982231735,0.0,3.362310770507811,0.12310726263494742,1.3306277848440349,3.467795561786697,-0.9476766537949174,2.947906859724595,0.4144039107832156
2020-04-06,290.63971,29.25992,62.13731,6.16825,-0.6461233,-0.43300849999999996,-0.1814884,-0.5655678000000001,-0.5372057,0.17814560000000002,0.0,0.0,0.0,0.0,9550060.160443757,4427.046140772387,458.29421140469503,1153.9087736567583,11.846543067301623,213.70403152897234,36.93372273342017,0.40386049609437835,6.840129503905622,518.4677877571343,183.39435531991114,18.357337396753596,0.4416190607134388,0.014135117363303244,30.07188,349.2076082231735,0.0,3.018120478065621,0.1165803604951679,1.361757958659652,3.4410026445374466,-0.9011148010220553,2.998805969063824,0.01931450900179721
2020-04-07,365.78798,36.50391,75.14827,7.24399,-0.6435942,-0.4328889,-0.1778997,-0.5631711,-0.5348516999999999,0.1775763,0.0,0.0,0.0,0.0,9548807.964399984,5138.082569289895,542.1451383590914,1411.662292503867,14.49842103322936,261.4400115093023,42.572394421232914,0.465517880636684,7.884412119363315,616.7127748418284,227.57206805333132,22.546936996260815,0.5402653917644785,0.01629312582228394,37.315870000000004,424.35587822317353,0.0,2.7364551300868305,0.11111273752542805,1.3800906039471377,3.4378637168962847,-0.8800340185673139,3.035080469164889,-0.29862533907805844
