,total_cases,total_deaths,new_cases,new_deaths,mobility_L,mobility_W,mobility_F,mobility_P,mobility_T,mobility_R,vac_total,vac_partial,vac_fully,V_,S,E,I,AR,DHR,DQR,AD,DHD,DQD,R,D,TH,DVR,DVD,DD,DT,V,gamma_t,pdth_t,gammaL_mob,gammaW_mob,gammaF_mob,gamma_mob,gamma_tilde
2020-03-29,54.30128,0.72291,5.63177,0.1458,-0.6451345,-0.42866909999999997,-0.231686,-0.3867664,-0.5121961,0.2091551,0.0,0.0,0.0,0.0,7017995.843501949,102.6512002666255,99.76015036274876,77.62916938469054,8.53469183273519,50.36882292226096,0.24779548421476114,0.02768065681910206,0.16077934318089793,16.765279740955734,2.010928057371353,9.246048586258594,0.303512084287832,0.0009688229886685722,0.8687100000000001,67.28792855115846,0.0,0.01,0.014511827224521956,-0.008720292607270252,0.3097800449301096,-0.23532602862175758,0.4485276296289993,-0.43852762962899927
2020-03-30,60.39048,0.91137,6.0892,0.18846,-0.6305316,-0.4202086,-0.21688770000000002,-0.3713599,-0.5008032,0.2050177,0.0,0.0,0.0,0.0,7017994.877819429,91.07787461517536,86.40126358885931,86.45454472829284,9.370501599893094,56.09506953069186,0.331156588423696,0.0369927317545317,0.2148672682454682,26.692726377896015,2.447183541586114,10.891306691948584,0.3380172591646281,0.0012947456114086099,1.0571700000000002,78.48944535853289,0.0,0.01,0.02248445494758261,-0.017505538604415616,0.30469016078433364,-0.21191281211144622,0.45806571599638934,-0.44806571599638934
2020-03-31,67.11517,1.16323,6.72469,0.25186,-0.6147687,-0.4106283,-0.20003990000000002,-0.3561208,-0.48806710000000003,0.20030270000000003,0.0,0.0,0.0,0.0,7017911.984353622,162.8684958806402,75.09733952563793,92.56615196125207,9.898274139830027,60.06051789149889,0.43923675823401864,0.049066115976808,0.28499388402319203,37.721370090211565,3.03020013000981,12.316248201604818,0.3619122288561351,0.0017173140591882803,1.3090300000000001,88.19096648445122,0.0,0.9600374495757348,0.034433775452751836,-0.026521693028966287,0.2988768096126176,-0.1866494378930481,0.4684995846185207,0.4915378649572141
2020-04-01,74.64523,1.49729,7.53006,0.33406,-0.59872,-0.40086309999999997,-0.18222860000000002,-0.3416273,-0.47482610000000003,0.19527239999999998,0.0,0.0,0.0,0.0,7017816.908695365,238.07064672858098,75.52316980243225,96.44240630354902,10.177573821044637,62.575582397744974,0.5670658836471516,0.0633456100654905,0.36793438993450955,49.50008280911795,3.8034968882438287,13.554763842580089,0.37706748613874524,0.0022170963522921677,1.6430900000000002,96.62323235240295,0.0,1.2670669002906423,0.05114639490189154,-0.03520325935052526,0.292896840415374,-0.16155355158099416,0.4789339354117721,0.7881329648788702
2020-04-02,83.12531,1.92857,8.48008,0.43128,-0.5830312,-0.3916751,-0.1644602,-0.328227,-0.4617615,0.1901056,0.0,0.0,0.0,0.0,7017760.972577231,264.9462374447445,85.04772725671444,99.9606691542663,10.422682761928247,64.85836810737405,0.7097132999819677,0.07928042094474541,0.46048957905525456,61.74041197191317,4.80184277189098,14.800302334984478,0.3908230795497993,0.002774814733066089,2.07437,105.10331235240295,0.0,0.7419510864990091,0.06365152215545136,-0.0432043790524137,0.2872201691338979,-0.13816921035577556,0.48864048565362617,0.2533106008453829
2020-04-03,92.67485,2.46834,9.54954,0.53977,-0.5683478000000001,-0.38382649999999996,-0.147741,-0.31626740000000003,-0.4495547,0.1849811,0.0,0.0,0.0,0.0,7017702.834362732,290.7559515151629,95.38789162632132,104.48039388821837,10.78568661214408,67.79094121856711,0.8619064831394476,0.09628156721881453,0.5592384327811855,74.3960198518666,6.051326071872948,16.202921137490517,0.40849415712646586,0.0033698548526585083,2.61414,114.65285235240296,0.0,0.6850329538002322,0.06864414411584223,-0.050257684075873554,0.2823325075934831,-0.11767160016438132,0.49719712928114573,0.18783582451908648
2020-04-04,103.38543,3.12386,10.71058,0.65552,-0.5552642999999999,-0.3779032,-0.1329747,-0.3060771,-0.43879559999999995,0.1800666,0.0,0.0,0.0,0.0,7017643.5436269725,314.5815326520026,106.2011400682371,110.0470519378582,11.269023845960541,71.40280536439658,1.017163252618801,0.11362493959066833,0.6599750604093315,87.59530335116311,7.568752555012395,17.776071351400834,0.4302585016448425,0.003976872885673392,3.26966,125.36343235240295,0.0,0.6231154096608252,0.07222764780245326,-0.056188050033920856,0.2786203139540967,-0.10078247142851182,0.5044436984195816,0.11867171124124365
2020-04-05,115.31017,3.89746,11.92474,0.7736,-0.5441707,-0.3737855,-0.12065490000000001,-0.2979084,-0.4297087,0.17548539999999999,0.0,0.0,0.0,0.0,7017584.121089792,335.64627543689835,117.12152709053458,116.65910623643416,11.87002560070005,75.69296323620073,1.1686595685013481,0.13054824044335295,0.758271759556647,101.47201723115211,9.359515807631196,19.527555144232306,0.45611010352969894,0.004569188415517353,4.04326,137.28817235240297,0.0,0.5611528680984664,0.07453579700689492,-0.06095479456856817,0.27602779806681227,-0.08756306658376892,0.5103038428423927,0.05084902525607371
2020-04-06,128.4611,4.78628,13.15093,0.88882,-0.5354059,-0.3711775,-0.11117300000000001,-0.2919949,-0.422427,0.17135,0.0,0.0,0.0,0.0,7017525.210862385,353.64545427962787,127.78310720128655,124.26787454749358,12.580985765555969,80.62982790645242,1.3096239846250057,0.14629504728605663,0.8497349527139435,116.15923855348463,11.416995376132544,21.459139460172207,0.48585862650446987,0.005120326655011982,4.93208,150.43910235240298,0.0,0.5046859850629489,0.07573836983392047,-0.06455108809864113,0.2743807407456254,-0.07792868205950085,0.5146948765154009,-0.010008891452451985
2020-04-07,142.80916,5.78231,14.34806,0.99603,-0.5293089,-0.3697833,-0.1049199,-0.2885699,-0.4170837,0.1677724,0.0,0.0,0.0,0.0,7017465.950191315,369.81877850002746,137.877734525081,132.7813339870069,13.389663892508791,86.15369135061371,1.4328643047749026,0.16006193661882978,0.9296980633811702,131.78333276346842,13.72264936075755,23.56655602007821,0.5191442823921676,0.005602167781659043,5.92811,164.787162352403,0.0,0.46554272435490274,0.07595173145359024,-0.06696435545365415,0.2734986397457446,-0.07183199333387301,0.517496196886135,-0.05195347253123228
